Well;Unit;Facies;Top Depth;Facies Thickness;Flow Thickness;Core Prop.;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (26.16 m) ;939,52;26,16;;;;;;51,26;0,00;11,30
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (0.80 m) ;965,68;0,80;;;;;;;;
2-AN-001-PR;Paranapanema;1Volcaniclastics (undiff.): 100.00% (0.64 m) ;966,48;0,64;0,64;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | rubbly flow top): 100.00% (10.64 m) ;967,12;10,64;19,28;0,38;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (7.36 m) ;977,76;7,36;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.28 m) ;985,12;1,28;;;;;;;;
2-AN-001-PR;;Siliciclastics (undiff. low GR): 100.00% (1.28 m) ;986,40;1,28;1,28;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (13.84 m) ;987,68;13,84;27,28;0,34;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (9.28 m) ;1001,52;9,28;;;356,72;27,12;0,54;0,91;0,06;0,03
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (3.84 m) ;1010,80;4,16;;;;;;325,40;20,40;10,92
2-AN-001-PR;Pitanga;Siliciclastics (undiff. low GR): 100.00% (0.32 m) ;1014,96;0,32;0,32;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (3.09 m) ;1015,28;3,09;11,92;0,49;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (5.79 m) ;1018,37;5,79;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (3.04 m) ;1024,16;3,04;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (7.76 m) ;1027,20;7,76;17,84;0,51;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (9.04 m) ;1034,96;9,04;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (1.04 m) ;1044,00;1,04;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (7.20 m) ;1045,04;7,20;14,32;0,41;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (5.84 m) ;1052,24;5,84;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (1.28 m) ;1058,08;1,28;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (8.24 m) ;1059,36;8,24;42,34;0,78;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (33.00 m) ;1067,60;33,00;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (1.10 m) ;1100,60;1,10;;;;;;;;
2-AN-001-PR;Pitanga;Siliciclastics (undiff. high GR): 100.00% (4.00 m) ;1101,70;4,00;4,00;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | U. crust): 100.00% (7.71 m) ;1105,70;7,71;29,40;0,67;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (19.59 m) ;1113,41;19,59;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (2.10 m) ;1133,00;2,10;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | U. crust): 100.00% (7.11 m) ;1135,10;7,11;39,06;0,78;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (30.53 m) ;1142,21;30,53;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (1.42 m) ;1172,74;1,42;;;;;;;;
2-AN-001-PR;Pitanga;Compound lava (basic): 100.00% (20.32 m) ;1174,16;20,32;20,32;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (10.72 m) ;1194,48;10,72;76,16;0,84;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (64.24 m) ;1205,20;64,24;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (1.20 m) ;1269,44;1,20;;;;;;;;
2-AN-001-PR;Pitanga;Compound lava (basic): 100.00% (0.08 m) ;1270,64;0,08;0,08;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | U. crust): 100.00% (5.68 m) ;1270,72;5,68;10,80;0,34;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (3.68 m) ;1276,40;3,68;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (1.44 m) ;1280,08;1,44;;;;;;;;
2-AN-001-PR;Pitanga;1Volcaniclastics (undiff.): 100.00% (0.88 m) ;1281,52;0,88;0,88;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (3.28 m) ;1282,40;3,28;9,00;0,38;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (3.42 m) ;1285,68;3,42;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (2.30 m) ;1289,10;2,30;;;;;;;;
2-AN-001-PR;Pitanga;Siliciclastics (undiff. low GR): 100.00% (3.90 m) ;1291,40;3,90;3,90;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (11.98 m) ;1295,30;11,98;26,80;0,52;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (13.82 m) ;1307,28;13,82;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (1.00 m) ;1321,10;1,00;;;;;;;;
2-AN-001-PR;Pitanga;Siliciclastics (undiff. low GR): 100.00% (1.82 m) ;1322,10;1,82;1,82;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | rubbly flow top): 100.00% (9.84 m) ;1323,92;9,84;20,48;0,43;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | massive interior): 100.00% (8.72 m) ;1333,76;8,72;;;;;;;;
2-AN-001-PR;Pitanga;Simple lava (basic | L. crust): 100.00% (1.92 m) ;1342,48;1,92;;;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | U. crust):  (3.92 m) ;106,56;3,92;18,80;0,74;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-AO-001-RS;Palmas;Lava (evolved | interior):  (13.84 m) ;110,48;13,84;;;272,80;42,64;0,65;0,94;0,06;0,00
2-AO-001-RS;Palmas;Lava (evolved | L. crust):  (1.04 m) ;124,32;1,04;;;;;;255,84;16,96;0,00
2-AO-001-RS;Palmas;Lava (int./evolved | U. crust):  (11.28 m) ;125,36;11,28;23,68;0,46;;;;;;
2-AO-001-RS;Palmas;Lava (int./evolved | interior):  (10.96 m) ;136,64;10,96;;;;;;;;
2-AO-001-RS;Palmas;Lava (int./evolved | L. crust):  (1.44 m) ;147,60;1,44;;;;;;;;
2-AO-001-RS;Palmas;Lava (int./evolved | U. crust):  (1.76 m) ;149,04;1,76;5,76;0,52;;;;;;
2-AO-001-RS;Palmas;Lava (int./evolved | interior):  (3.00 m) ;150,80;3,00;;;;;;;;
2-AO-001-RS;Palmas;Lava (int./evolved | L. crust):  (1.00 m) ;153,80;1,00;;;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | U. crust):  (38.32 m) ;154,80;38,32;90,24;0,55;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | interior):  (49.36 m) ;193,12;49,36;;;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | L. crust):  (2.56 m) ;242,48;2,56;;;;;;;;
2-AO-001-RS;Palmas;Compound lava (int./evolved):  (16.64 m) ;245,04;16,64;16,64;;;;;;;
2-AO-001-RS;Palmas;Compound lava (int./evolved):  (0.32 m) ;261,68;0,32;0,32;;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | U. crust):  (4.88 m) ;262,00;4,88;95,92;0,94;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | interior):  (89.76 m) ;266,88;89,76;;;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | L. crust):  (1.28 m) ;356,64;1,28;;;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | U. crust):  (5.22 m) ;357,92;5,22;21,44;0,69;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | interior):  (14.78 m) ;363,14;14,78;;;;;;;;
2-AO-001-RS;Palmas;Lava (evolved | L. crust):  (1.44 m) ;377,92;1,44;;;;;;;;
2-AO-001-RS;Vale do Sol;Compound lava (basic):  (10.17 m) ;379,36;10,17;10,17;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-AO-001-RS;Vale do Sol;Simple lava (basic | U. crust):  (6.15 m) ;389,53;6,15;17,35;0,49;392,16;22,35;0,58;0,85;0,12;0,03
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (8.56 m) ;395,68;8,56;;;;;;335,19;46,49;10,48
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (2.64 m) ;404,24;2,64;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top):  (8.72 m) ;406,88;8,72;17,44;0,44;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (7.70 m) ;415,60;7,70;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.02 m) ;423,30;1,02;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | U. crust):  (4.16 m) ;424,32;4,16;12,24;0,56;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (6.80 m) ;428,48;6,80;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.28 m) ;435,28;1,28;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | U. crust):  (6.44 m) ;436,56;6,44;18,56;0,51;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (9.40 m) ;443,00;9,40;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (2.72 m) ;452,40;2,72;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top):  (5.20 m) ;455,12;5,20;12,32;0,49;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (6.08 m) ;460,32;6,08;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.04 m) ;466,40;1,04;;;;;;;;
2-AO-001-RS;Vale do Sol;Compound lava (basic):  (4.96 m) ;467,44;4,96;4,96;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top):  (3.28 m) ;472,40;3,28;7,76;0,41;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (3.20 m) ;475,68;3,20;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.28 m) ;478,88;1,28;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | U. crust):  (5.04 m) ;480,16;5,04;11,60;0,44;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (5.12 m) ;485,20;5,12;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.44 m) ;490,32;1,44;;;;;;;;
2-AO-001-RS;Vale do Sol;1Volcaniclastics (undiff.):  (8.88 m) ;491,76;8,88;8,88;;;;;;;
2-AO-001-RS;Vale do Sol;Lava (int./evolved | U. crust):  (8.80 m) ;500,64;8,80;27,36;0,64;;;;;;
2-AO-001-RS;Vale do Sol;Lava (int./evolved | interior):  (17.52 m) ;509,44;17,52;;;;;;;;
2-AO-001-RS;Vale do Sol;Lava (int./evolved | L. crust):  (1.04 m) ;526,96;1,04;;;;;;;;
2-AO-001-RS;Vale do Sol;Compound lava (int./evolved):  (15.68 m) ;528,00;15,68;15,68;;;;;;;
2-AO-001-RS;Vale do Sol;Lava (evolved | U. crust):  (9.76 m) ;543,68;9,76;52,96;0,76;;;;;;
2-AO-001-RS;Vale do Sol;Lava (evolved | interior):  (40.08 m) ;553,44;40,08;;;;;;;;
2-AO-001-RS;Vale do Sol;Lava (evolved | L. crust):  (3.12 m) ;593,52;3,12;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | U. crust):  (4.32 m) ;596,64;4,32;33,28;0,84;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (27.92 m) ;600,96;27,92;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.04 m) ;628,88;1,04;;;;;;;;
2-AO-001-RS;Vale do Sol;Siliciclastics (undiff. low GR):  (1.60 m) ;629,92;1,60;1,60;;;;;;;
2-AO-001-RS;Vale do Sol;Compound lava (basic):  (15.68 m) ;631,52;15,68;15,68;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | U. crust):  (2.08 m) ;647,20;2,08;6,40;0,40;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (2.56 m) ;649,28;2,56;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.76 m) ;651,84;1,76;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | U. crust):  (4.40 m) ;653,60;4,40;23,70;0,77;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (18.30 m) ;658,00;18,30;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.00 m) ;676,30;1,00;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top):  (16.22 m) ;677,30;16,22;44,14;0,60;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (26.32 m) ;693,52;26,32;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.60 m) ;719,84;1,60;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | rubbly flow top):  (8.72 m) ;721,44;8,72;35,04;0,71;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (24.88 m) ;730,16;24,88;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.44 m) ;755,04;1,44;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | U. crust):  (4.24 m) ;756,48;4,24;15,04;0,63;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | massive interior):  (9.52 m) ;760,72;9,52;;;;;;;;
2-AO-001-RS;Vale do Sol;Simple lava (basic | L. crust):  (1.28 m) ;770,24;1,28;;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-AO-001-RS;Torres;Compound lava (basic):  (14.40 m) ;771,52;14,40;14,40;;86,58;0,00;0,00;0,00;1,00;0,00
2-AO-001-RS;Torres;Compound lava (basic):  (72.18 m) ;785,92;72,18;72,18;;;;;0,00;86,58;0,00
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (6.48 m) ;221,60;6,48;16,80;0,41;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (6.96 m) ;228,08;6,96;;;611,04;30,00;0,55;510,00;66,40;34,64
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (3.36 m) ;235,04;3,36;;;;;;0,83;0,11;0,06
2-CB-001-SP;Paranapanema; Siliciclastics (undiff. low GR): 100.00% (2.00 m) ;238,40;2,00;2,00;;;;;;;
2-CB-001-SP;Paranapanema; Compound lava (basic): 100.00% (14.00 m) ;240,40;14,00;14,00;;;;;;;
2-CB-001-SP;Paranapanema; Siliciclastics (undiff. high GR): 100.00% (4.56 m) ;254,40;4,56;4,56;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (25.84 m) ;258,96;25,84;66,80;0,59;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (39.20 m) ;284,80;39,20;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.76 m) ;324,00;1,76;;;;;;;;
2-CB-001-SP;Paranapanema; Compound lava (basic): 100.00% (21.68 m) ;325,76;21,68;21,68;;;;;;;
2-CB-001-SP;Paranapanema;Volcaniclastics (undiff.): 100.00% (4.88 m) ;347,44;4,88;4,88;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | rubbly flow top): 100.00% (9.04 m) ;352,32;9,04;18,24;0,44;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (8.08 m) ;361,36;8,08;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.12 m) ;369,44;1,12;;;;;;;;
2-CB-001-SP;Paranapanema; Siliciclastics (undiff. low GR): 100.00% (4.32 m) ;370,56;4,32;4,32;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | rubbly flow top): 100.00% (9.04 m) ;374,88;9,04;17,76;0,42;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (7.44 m) ;383,92;7,44;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.28 m) ;391,36;1,28;;;;;;;;
2-CB-001-SP;Paranapanema; Compound lava (basic): 100.00% (14.72 m) ;392,64;14,72;14,72;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | rubbly flow top): 100.00% (9.52 m) ;407,36;9,52;39,60;0,74;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (29.28 m) ;416,88;29,28;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (0.80 m) ;446,16;0,80;;;;;;;;
2-CB-001-SP;Paranapanema; 1Volcaniclastics (undiff.): 100.00% (1.92 m) ;446,96;1,92;1,92;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (16.00 m) ;448,88;16,00;40,72;0,59;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (23.92 m) ;464,88;23,92;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (0.80 m) ;488,80;0,80;;;;;;;;
2-CB-001-SP;Paranapanema; Siliciclastics (undiff. low GR): 100.00% (1.28 m) ;489,60;1,28;1,28;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (6.24 m) ;490,88;6,24;11,76;0,37;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (4.40 m) ;497,12;4,40;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.12 m) ;501,52;1,12;;;;;;;;
2-CB-001-SP;Paranapanema; 1Volcaniclastics (undiff.): 100.00% (3.28 m) ;502,64;3,28;3,28;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (8.56 m) ;505,92;8,56;17,60;0,42;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (7.36 m) ;514,48;7,36;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.68 m) ;521,84;1,68;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | rubbly flow top): 100.00% (6.72 m) ;523,52;6,72;39,68;0,76;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (30.08 m) ;530,24;30,08;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (2.88 m) ;560,32;2,88;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (25.36 m) ;563,20;25,36;37,04;0,29;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (10.64 m) ;588,56;10,64;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.04 m) ;599,20;1,04;;;;;;;;
2-CB-001-SP;Paranapanema; 1Volcaniclastics (undiff.): 100.00% (0.80 m) ;600,24;0,80;0,80;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (1.28 m) ;601,04;1,28;4,48;0,43;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (1.92 m) ;602,32;1,92;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.28 m) ;604,24;1,28;;;;;;;;
2-CB-001-SP;Paranapanema; 1Volcaniclastics (undiff.): 100.00% (6.80 m) ;605,52;6,80;6,80;;;;;;;
2-CB-001-SP;Paranapanema; Compound lava (basic): 100.00% (16.00 m) ;612,32;16,00;16,00;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | rubbly flow top): 100.00% (3.04 m) ;628,32;3,04;43,76;0,89;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (39.12 m) ;631,36;39,12;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.60 m) ;670,48;1,60;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | rubbly flow top): 100.00% (11.60 m) ;672,08;11,60;21,72;0,32;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (6.96 m) ;683,68;6,96;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (3.16 m) ;690,64;3,16;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (8.28 m) ;693,80;8,28;26,28;0,63;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (16.48 m) ;702,08;16,48;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.52 m) ;718,56;1,52;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (19.84 m) ;720,08;19,84;46,00;0,53;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (24.56 m) ;739,92;24,56;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.60 m) ;764,48;1,60;;;;;;;;
2-CB-001-SP;Paranapanema; Siliciclastics (undiff. low GR): 100.00% (1.76 m) ;766,08;1,76;1,76;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (3.52 m) ;767,84;3,52;32,32;0,87;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (28.16 m) ;771,36;28,16;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (0.64 m) ;799,52;0,64;;;;;;;;
2-CB-001-SP;Paranapanema; Siliciclastics (undiff. low GR): 100.00% (3.04 m) ;800,16;3,04;3,04;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (8.20 m) ;803,20;8,20;29,44;0,68;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (20.12 m) ;811,40;20,12;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.12 m) ;831,52;1,12;;;;;;;;
2-CB-001-SP;Pitanga II; Compound lava (basic): 100.00% (10.96 m) ;832,64;10,96;10,96;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-CB-001-SP;Pitanga II; Simple lava (basic | U. crust): 100.00% (3.00 m) ;843,60;3,00;13,60;0,70;68,48;10,36;0,50;31,08;37,40;0,00
2-CB-001-SP;Pitanga II; Simple lava (basic | massive interior): 100.00% (9.56 m) ;846,60;9,56;;;;;;0,45;0,55;0,00
2-CB-001-SP;Pitanga II; Simple lava (basic | L. crust): 100.00% (1.04 m) ;856,16;1,04;;;;;;;;
2-CB-001-SP;Pitanga II; Compound lava (basic): 100.00% (4.00 m) ;857,20;4,00;4,00;;;;;;;
2-CB-001-SP;Pitanga II; Simple lava (basic | U. crust): 100.00% (2.72 m) ;861,20;2,72;6,16;0,32;;;;;;
2-CB-001-SP;Pitanga II; Simple lava (basic | massive interior): 100.00% (2.00 m) ;863,92;2,00;;;;;;;;
2-CB-001-SP;Pitanga II; Simple lava (basic | L. crust): 100.00% (1.44 m) ;865,92;1,44;;;;;;;;
2-CB-001-SP;Pitanga II; Compound lava (basic): 100.00% (22.44 m) ;867,36;22,44;22,44;;;;;;;
2-CB-001-SP;Pitanga II; Simple lava (basic | U. crust): 100.00% (4.84 m) ;889,80;4,84;11,32;0,46;;;;;;
2-CB-001-SP;Pitanga II; Simple lava (basic | massive interior): 100.00% (5.20 m) ;894,64;5,20;;;;;;;;
2-CB-001-SP;Pitanga II; Simple lava (basic | L. crust): 100.00% (1.28 m) ;899,84;1,28;;;;;;;;
2-CB-001-SP;Paranapanema; Siliciclastics (undiff. high GR): 100.00% (3.84 m) ;901,12;3,84;3,84;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-CB-001-SP;Paranapanema; Siliciclastics (undiff. low GR): 100.00% (6.32 m) ;904,96;6,32;6,32;;71,84;26,88;0,67;53,76;0,00;18,08
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (7.76 m) ;911,28;7,76;16,96;0,46;;;;0,75;0,00;0,25
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (7.76 m) ;919,04;7,76;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (1.44 m)|;926,80;1,44;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | U. crust): 100.00% (7.76 m) ;928,24;3,52;36,80;0,88;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | massive interior): 100.00% (32.48 m) ;931,76;32,48;;;;;;;;
2-CB-001-SP;Paranapanema; Simple lava (basic | L. crust): 100.00% (0.80 m) ;964,24;0,80;;;;;;;;
2-CB-001-SP;Interbed PP; Siliciclastics (undiff. high GR): 100.00% (7.92 m) ;965,04;7,92;7,92;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | rubbly flow top): 100.00% (6.84 m) ;972,96;6,84;36,32;0,76;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (27.72 m) ;979,80;27,72;;;966,96;27,97;0,54;0,84;0,13;0,03
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.76 m) ;1007,52;1,76;;;;;;811,16;125,60;30,20
2-CB-001-SP;Pitanga; Compound lava (basic): 100.00% (20.16 m) ;1009,28;20,16;20,16;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (3.44 m) ;1029,44;3,44;9,04;0,37;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (3.36 m) ;1032,88;3,36;;;;;;;;
